互联网娱乐,#genre#
CCTV1无水印杜比全景声,http://skycw.vicp.net:4022/udp/238.1.81.14:8052
CCTV2@50帧,http://222.79.112.138/live.aishang.ctlcdn.com/00000110240244_1/playlist.m3u8?CONTENTID=00000110240244_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/1/index.m3u8?fmt=ts2hls#http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221226915/index.m3u8?servicetype=1#http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225612/index.m3u8#http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000372/index.m3u8?IAS#http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000050/main.m3u8?IASHttpSessionId=OTT
CCTV2,http://js-live-screenshot.gitv.tv/gitv_live/G_CCTV-2-HD-265-8M/G_CCTV-2-HD-265-8M.m3u8#http://112.25.7.165/gitv_live/G_CCTV-2-HD-265-8M/G_CCTV-2-HD-265-8M.m3u8?p=GITV&area=JS_CMCC_CP?Hevc8M#http://111.13.42.232/PLTV/88888888/224/3221226893/1.m3u8?Hevc8M#http://111.13.42.239/PLTV/88888888/224/3221226893/1.m3u8?Hevc8M#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226314/1/index.m3u8?fmt=ts2hls?Hevc4M#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226315/1/index.m3u8?fmt=ts2hls?Hevc4M#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226308/index.m3u8?fmt=ts2hls?Hevc4M#http://112.25.7.156/gitv_live/G_CCTV-2-MD/G_CCTV-2-MD.m3u8?p=GITV&area=JS_CMCC_CP?12M#http://39.134.24.162/PLTV/88888888/224/3221225831/index.m3u8?12M#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8?12M#http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001332/index.m3u8?virtualDomain=yinhe.live_hls.zte.com?12M#http://file.lifves.com:81/117148179147/PLTV/88888888/224/3221231678/index.m3u8
CCTV3@50帧,http://58.34.204.67:9901/tsfile/live/0003_1.m3u8#http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000062#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/1/index.m3u8?fmt=ts2hls#http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225611/index.m3u8#http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000051/main.m3u8?IASHttpSessionId=OTT
CCTV3,http://js-live-screenshot.gitv.tv/gitv_live/G_CCTV-3-HD-265-8M/G_CCTV-3-HD-265-8M.m3u8#http://112.25.7.165/gitv_live/G_CCTV-3-HD-265-8M/G_CCTV-3-HD-265-8M.m3u8?p=GITV&area=JS_CMCC_CP?Hevc8M
CCTV4@50帧,http://222.79.112.138/live.aishang.ctlcdn.com/00000110240316_1/playlist.m3u8?CONTENTID=00000110240316_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225779/1/index.m3u8?fmt=ts2hls#http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225610/index.m3u8#http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?IAS#http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000052/main.m3u8?IASHttpSessionId=OTT
CCTV4,http://js-live-screenshot.gitv.tv/gitv_live/G_CCTV-4-HD-265-8M/G_CCTV-4-HD-265-8M.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226223/index.m3u8?12M#http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001333/index.m3u8?virtualDomain=yinhe.live_hls.zte.com?12M
CCTV6电影50帧,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000054/main.m3u8?IASHttpSessionId=OTT#http://[2409:8087:1070:301:2028::14]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225965/index.m3u8?fmt=ts2hls#http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225609/index.m3u8
CCTV6,http://js-live-screenshot.gitv.tv/gitv_live/G_CCTV-6-HD-265-8M/G_CCTV-6-HD-265-8M.m3u8
CCTV6电影,http://112.25.7.165/gitv_live/G_CCTV-6-HD-265-8M/G_CCTV-6-HD-265-8M.m3u8?p=GITV&area=JS_CMCC_CP?Hevc8M#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226011/1/index.m3u8?fmt=ts2hls?Hevc4M#rtsp://221.203.83.35/PLTV/88888888/224/3221226728/10000100000000060000000006489754_0.smil#http://[2409:8087:5c00:10:5::85]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225683/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225683/index.m3u8#http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/CCTV-6H265_4000.m3u8#http://qk.demo.lifves.com/391351386018890/PLTV/88888910/224/3221225650/index.m3u8
CCTV7@50帧,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225745/1/index.m3u8?fmt=ts2hls#http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221226972/index.m3u8#http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226002/index.m3u8#http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000380/index.m3u8?IAS#http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000055/main.m3u8?IASHttpSessionId=OTT#http://112.25.7.165/gitv_live/G_CCTV-7-HD-265-8M/G_CCTV-7-HD-265-8M.m3u8#http://js-live-screenshot.gitv.tv/gitv_live/G_CCTV-7-HD-265-8M/G_CCTV-7-HD-265-8M.m3u8#http://58.34.204.67:9901/tsfile/live/0007_1.m3u8
CCTV8@50帧,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000056/main.m3u8?IASHttpSessionId=OTT#http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225492/index.m3u8
CCTV8,http://112.25.7.165/gitv_live/G_CCTV-8-HD-265-8M/G_CCTV-8-HD-265-8M.m3u8?p=GITV&area=JS_CMCC_CP?Hevc8M#http://js-live-screenshot.gitv.tv/gitv_live/G_CCTV-8-HD-265-8M/G_CCTV-8-HD-265-8M.m3u8
CCTV11,http://tptv.mobaibox.com/PLTV/3/224/3221228289/index.m3u8#http://tptv.mobaibox.com/PLTV/3/224/3221227720/index.m3u8#http://js-live-screenshot.gitv.tv/gitv_live/G_CCTV-11-HQ/G_CCTV-11-HQ.m3u8
CCTV12@50帧,http://[2409:8087:6a01:1020::c]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225747/1/index.m3u8?fmt=ts2hls#http://112.25.7.165/gitv_live/G_CCTV-12-HD-265-8M/G_CCTV-12-HD-265-8M.m3u8#http://js-live-screenshot.gitv.tv/gitv_live/G_CCTV-12-HD-265-8M/G_CCTV-12-HD-265-8M.m3u8#http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221226931/index.m3u8#http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225605/index.m3u8#http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS#http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000060/main.m3u8?IASHttpSessionId=OTT
CCTV17@50帧,http://222.79.112.138/live.aishang.ctlcdn.com/00000110240326_1/playlist.m3u8?CONTENTID=00000110240326_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://js-live-screenshot.gitv.tv/gitv_live/G_CCTV-17-CQ/G_CCTV-17-CQ.m3u8#http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225608/index.m3u8#http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000494/index.m3u8?IAS#http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001018000000188913/main.m3u8?IASHttpSessionId=OTT#http://[2409:8087:3000:23:0:3::110A]:8112/120000001002/XMTcctv-17hd/1.m3u8
CCTV15音乐50帧,http://111.13.42.241/PLTV/88888888/224/3221226460/1.m3u8#http://111.13.42.234/PLTV/88888888/224/3221226460/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8#http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221226989/index.m3u8#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221226989/index.m3u8?servicetype=1#http://js-live-screenshot.gitv.tv/gitv_live/G_CCTV-15-HD-265-8M/G_CCTV-15-HD-265-8M.m3u8#http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000133#http://[2409:8087:1070:301:2028::1b]:80/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225866/index.m3u8?fmt=ts2hls#http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225854/index.m3u8#http://222.79.112.138/live.aishang.ctlcdn.com/00000110240329_1/playlist.m3u8?CONTENTID=00000110240329_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8?IAS#http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001019000000352948/main.m3u8?IASHttpSessionId=OTT
CCTV15音乐,http://tptv.mobaibox.com/PLTV/3/224/3221228404/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225830/index.m3u8#rtsp://221.203.83.35/PLTV/88888888/224/3221226744/10000100000000060000000006519578_0.smil
CCTV风云音乐,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226953/index.m3u8#http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002525/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226083/1/index.m3u8?fmt=ts2hls#rtsp://221.203.83.34:554/PLTV/88888888/224/3221226718/10000100000000060000000006385496_0.smil#rtsp://221.203.83.35/PLTV/88888888/224/3221226718/10000100000000060000000006385496_0.smil#http://nas.tuyuannet.cn:8800/rtp/239.37.0.81:5540#http://180.95.230.94/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514103.m3u8
兵器科技,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226975/index.m3u8
兵器时代,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002515/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
电视指南,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226987/index.m3u8#http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002545/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
央视文化精品,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226981/index.m3u8#http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002535/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
咪咕直播11,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221232018/index.m3u8#http://117.148.129.6/TVOD/88888888/224/3221232018/index.m3u8
咪咕4K,http://111.13.42.236/PLTV/88888888/224/3221226399/1.m3u8#http://39.135.41.243/PLTV/88888888/224/3221226716/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225863/index.m3u8?
福建咪咕,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227047/index.m3u8?servicetype=1#http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227107/index.m3u8?servicetype=1#http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227158/index.m3u8?servicetype=1#http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227189/index.m3u8?servicetype=1#http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227228/index.m3u8?servicetype=1
江西咪咕,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226235/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226238/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226240/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226241/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226243/index.m3u8
贵州咪咕,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226134/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226137/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226183/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226186/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226223/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226226/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226227/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226177/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226230/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226233/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226255/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226258/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226261/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226264/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226154/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226157/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226151/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226146/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226152/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226143/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226140/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226229/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226149/1/index.m3u8?fmt=ts2hls
广西咪咕1,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225876/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225935/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225856/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225851/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225848/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225845/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225842/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225839/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225811/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225808/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225805/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225802/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225780/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225777/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225774/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225771/index.m3u8?
广西咪咕,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225799/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225796/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225793/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225792/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225786/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225783/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225920/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225917/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225914/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225911/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225908/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225905/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225902/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225899/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225896/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225893/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225871/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225868/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225865/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225862/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225861/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225860/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225859/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225858/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225857/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225855/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225854/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225853/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225852/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225850/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225849/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225846/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225843/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225840/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225837/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225834/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225820/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225817/index.m3u8?#http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225814/index.m3u8?




电台+路况,#genre#
动听音乐台,http://lhttp.qtfm.cn/live/5022107/64k.mp3#http://lhttp.qingting.fm/live/5022107/64k.mp3
怀集音乐之声,http://cnlive.cnr.cn/hls/hjyyzs.m3u8#http://live.xmcdn.com:80/live/966/64.m3u8#http://live.ximalaya.com/radio-first-page-app/live/966/64.m3u8?transcode=ts#http://live.ximalaya.com/radio-first-page-app/live/966/64.m3u8?id=966#http://live.xmcdn.com/live/1205/64.m3u8#http://lhttp.qingting.fm/live/4804/64k.mp3#http://ls.qingting.fm/live/4804.m3u8
怀集音乐二台,https://live.ximalaya.com/radio-first-page-app/live/1205/64.m3u8?transcode=ts#http://live.ximalaya.com/radio-first-page-app/live/1205/64.m3u8?id=1205
郁南音乐电台,https://live.ximalaya.com/radio-first-page-app/live/1195/64.m3u8?transcode=ts#http://lhttp.qingting.fm/live/20026/64k.mp3#http://live.ximalaya.com/radio-first-page-app/live/1195/64.m3u8?id=1195#http://ls.qingting.fm/live/23893.m3u8#http://live.tx.l1.xmcdn.com/live/1962366-16838257.flv#http://ls.qingting.fm/live/20026.m3u8
经典FM,http://play-radio-stream3.hndt.com/now/C5NvUpwy/chunklist.m3u8#http://stream3.hndt.com/now/C5NvUpwy/playlist.m3u8#http://live.ximalaya.com/radio-first-page-app/live/2689/64.m3u8?id=2125
清晨音乐台,http://live.xmcdn.com:80/live/1011/64.m3u8#http://live.ximalaya.com/radio-first-page-app/live/1011/64.m3u8?transcode=ts#http://lhttp.qingting.fm/live/4915/64k.mp3#http://ls.qingting.fm/live/4915.m3u8#http://live.tx.l1.xmcdn.com/live/412-16485882.flv?txSecret=8acf5c8efd7b7e4287fb27d29c28725b&txTime=623BF142
80后音悦台,http://stream3.hndt.com/now/SFZeH2cb/playlist.m3u8#http://live.ximalaya.com/radio-first-page-app/live/2684/64.m3u8?id=2120#http://lhttp.qingting.fm/live/20207761/64k.mp3
90后音悦台,http://lhttp.qingting.fm/live/20207760/64k.mp3
星河音乐台,http://stream.hndt.com/live/1061/playlist.m3u8#http://lhttp.qingting.fm/live/20210755/64k.mp3
星河音乐,http://live.ximalaya.com/radio-first-page-app/live/2315/64.m3u8?id=1942
动感音悦台,http://stream3.hndt.com/now/ufjjbZxV/playlist.m3u8
西江之声,http://lhttp.qingting.fm/live/5022379/64k.mp3
肇庆爱上929,https://kfs-live.nanyuecloud.com/live/nwezhaoqing3.m3u8?txSecret=baef8ae171048eb3bff516281c72b06c&txTime=63D8797F
肇庆旅游949,https://kfs-live.nanyuecloud.com/live/nwezhaoqing4.m3u8?txSecret=f791d9bc16784e9a795e3516730a9d56&txTime=63D8797F
高要电台,http://mmitv.top/pltv/itouchtv.php?id=&pk=2467
广东交通之声,http://mmitv.top/pltv/itouchtv.php?id=&pk=2515
广东新闻广播,http://mmitv.top/pltv/itouchtv.php?id=&pk=2512
西江大桥(肇庆),http://202.168.187.43:9000/live/066.m3u8
桥北路,http://202.168.187.47:8888/qbl.m3u8
端州七路,http://202.168.187.47:8888/dz7l.m3u8
古塔南+阅江大桥,http://202.168.187.43:9000/live/026.m3u8
阅江大桥(肇庆),http://202.168.187.42:9000/live/yjdq.m3u8#http://202.168.187.42:9000/live/011.m3u8
阅江大桥+工农南1,http://202.168.187.47:8888/2/xijiag.m3u8
阅江大桥+工农南2,http://202.168.187.47:8888/yxj.m3u8
崇禧塔,http://202.168.187.43:9000/live/chongxi.m3u8#https://cdn.gdlive.gdmain.com/live/514npj75.m3u8?vhost=pushs.myun.tv
天宁路,http://202.168.187.43:9000/live/195.m3u8
天宁北,http://202.168.187.47:8888/tnbl.m3u8
天宁中,http://202.168.187.47:8888/tnzl.m3u8
建设路,http://202.168.187.43:9000/live/194.m3u8
宋城路披云楼,http://202.168.187.42:9000/live/014.m3u8
宋城路朝天门,http://202.168.187.47:8888/ctm.m3u8
人民中,http://202.168.187.43:9000/live/200.m3u8
人民南,http://202.168.187.43:9000/live/201.m3u8
体育中心南门,http://202.168.187.47:8888/tyzxnm.m3u8#http://202.168.187.43:9000/live/071.m3u8
黄塘西路,http://202.168.187.47:8888/htxl.m3u8
东门广场,http://202.168.187.42:9000/live/dongmen.m3u8#http://202.168.187.42:9000/live/012.m3u8
信安路益华,http://202.168.187.42:9000/live/xingan.m3u8#http://202.168.187.42:9000/live/015.m3u8
星湖大道电视台,http://202.168.187.42:9000/live/XHDD.m3u8#http://202.168.187.42:9000/live/013.m3u8
火车站沙滩,http://202.168.187.43:9000/live/072.m3u8
南岸江口桥,http://202.168.187.47:8888/jkdq.m3u8
南岸碧桂园,http://202.168.187.47:8888/bgy.m3u8
南岸富地油站,http://202.168.187.47:8888/fdyz.m3u8
北岭山俯瞰1,http://202.168.187.47:8888/FK1/ZQ.m3u8
北岭山俯瞰2,http://202.168.187.47:8888/FK3/ZQ.m3u8#http://202.168.187.47:8888/FK2/ZQ.m3u8
